1e-06,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.14157,-1.50875,0.0805185,-0.296365,-0.0175705,0.041546,-0.144083,-1.50812,0.0783932,-0.296381,-0.0173879,0.0415327,0,0,0,0,-0,-0,-0,-0,0.974708,0.18167,1.08981,1.1115,-0.148769,-0.271538,0.739,1.07925
0.010243,0.14953,1.65579,-0.103035,0.303988,0.0196111,0.0400079,0.149547,1.6564,-0.103144,0.304006,0.0196208,0.0400015,-0.14158,-1.50926,0.0806102,-0.296402,-0.0175788,0.0415409,-0.144711,-1.50875,0.0780147,-0.29644,-0.017356,0.0415217,0,0,0,0,-0,-0,-0,-0,0.974517,0.179509,1.08314,1.07116,-0.150056,-0.32596,0.799059,1.09979
0.02044,0.149514,1.6558,-0.103051,0.303987,0.0196124,0.0400079,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141591,-1.50977,0.0807014,-0.296438,-0.017587,0.0415358,-0.144083,-1.50875,0.0785154,-0.296425,-0.0173989,0.0415266,0,0,0,0,-0,-0,-0,-0,0.974345,0.181844,0.954445,0.976186,-0.151149,-0.271432,0.651715,1.15532
0.030717,0.149497,1.65581,-0.103067,0.303986,0.0196137,0.0400079,0.149547,1.6564,-0.103144,0.304006,0.0196208,0.0400015,-0.141601,-1.51029,0.0807933,-0.296474,-0.0175953,0.0415307,-0.142826,-1.50875,0.0795169,-0.296395,-0.0174847,0.0415364,0,0,0,0,-0,-0,-0,-0,-0.0912961,-0.0495621,0.0442504,1.81457,0.108899,-0.133183,0.0818321,0.938998
0.041155,0.14948,1.65582,-0.103083,0.303986,0.0196151,0.0400079,0.148919,1.65514,-0.103395,0.303936,0.0196407,0.0400183,-0.141612,-1.51081,0.0808867,-0.29651,-0.0176037,0.0415254,-0.14157,-1.50749,0.0802742,-0.296277,-0.0175485,0.0415583,0,0,0,0,-0,-0,-0,-0,-0.232051,-0.186045,0.137979,-0.186415,-0.129962,0.0023569,0.0832199,0.0524644
0.051419,0.149463,1.65583,-0.103099,0.303985,0.0196164,0.0400079,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141622,-1.51133,0.0809786,-0.296546,-0.017612,0.0415203,-0.140941,-1.50875,0.0810193,-0.296351,-0.0176134,0.0415508,0,0,0,0,-0,-0,-0,-0,0.00171753,0.0468861,-0.186787,-0.186031,0.107408,0.0263026,0.051126,0.0538119
0.061672,0.149446,1.65585,-0.103114,0.303985,0.0196178,0.0400078,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141633,-1.51184,0.0810703,-0.296582,-0.0176203,0.0415152,-0.140941,-1.50875,0.0810193,-0.296351,-0.0176134,0.0415508,0,0,0,0,-0,-0,-0,-0,-0.232993,0.185212,0.279057,-0.0464448,-0.0229498,-0.054953,0.00429008,0.0269766
0.071901,0.14943,1.65586,-0.10313,0.303984,0.0196191,0.0400078,0.150175,1.65577,-0.10252,0.304022,0.0195678,0.0400041,-0.141643,-1.51236,0.0811619,-0.296618,-0.0176286,0.0415101,-0.140941,-1.50875,0.0810193,-0.296351,-0.0176134,0.0415508,0,0,0,0,-0,-0,-0,-0,-0.18745,0.184995,-0.32601,-8.59117e-05,-0.104978,-0.0572707,0.0213859,0.0269887
0.082149,0.149413,1.65587,-0.103146,0.303984,0.0196204,0.0400078,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141654,-1.51287,0.0812536,-0.296654,-0.0176369,0.0415049,-0.140941,-1.51,0.0812637,-0.296438,-0.0176354,0.0415385,0,0,0,0,-0,-0,-0,-0,0.0460751,-0.232138,0.0461701,-0.232316,-0.00151252,0.00155635,0.0274441,0.0290148
0.092293,0.149396,1.65588,-0.103161,0.303983,0.0196218,0.0400078,0.149547,1.65703,-0.103268,0.304025,0.0196318,0.039995,-0.141664,-1.51338,0.0813444,-0.296689,-0.0176451,0.0414998,-0.140941,-1.51,0.0812637,-0.296438,-0.0176354,0.0415385,0,0,0,0,-0,-0,-0,-0,0.0912205,0.233123,0.000880307,-0.0482729,-0.108963,0.0215899,-0.0537037,-0.187545
0.102461,0.14938,1.6559,-0.103177,0.303983,0.0196231,0.0400077,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141675,-1.51389,0.0814355,-0.296724,-0.0176533,0.0414947,-0.140941,-1.51,0.0812637,-0.296438,-0.0176354,0.0415385,0,0,0,0,-0,-0,-0,-0,0.187856,-0.00191597,0.0460406,-0.18605,0.10425,0.0277603,0.027661,0.00190225
0.112618,0.149363,1.65591,-0.103193,0.303982,0.0196244,0.0400077,0.149547,1.6564,-0.103144,0.304006,0.0196208,0.0400015,-0.141685,-1.5144,0.0815264,-0.29676,-0.0176615,0.0414897,-0.140941,-1.51,0.0812637,-0.296438,-0.0176354,0.0415385,0,0,0,0,-0,-0,-0,-0,-0.372078,0.281206,-0.0912718,-0.325848,0.0056387,0.101754,-2.02901e-09,-0.0237338
0.122765,0.149347,1.65592,-0.103208,0.303982,0.0196257,0.0400077,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141696,-1.51491,0.0816173,-0.296795,-0.0176697,0.0414846,-0.140941,-1.51126,0.0815082,-0.296525,-0.0176573,0.0415262,0,0,0,0,-0,-0,-0,-0,0.18517,0.279055,0.0453204,-0.0460647,-0.0567029,-0.00439865,0.0812444,0.0276207
0.132949,0.14933,1.65593,-0.103224,0.303981,0.019627,0.0400077,0.149547,1.6564,-0.103144,0.304006,0.0196208,0.0400015,-0.141706,-1.51542,0.0817085,-0.29683,-0.0176779,0.0414795,-0.140941,-1.51126,0.0815082,-0.296525,-0.0176573,0.0415262,0,0,0,0,-0,-0,-0,-0,-0.279792,0.141976,0.000748182,-0.141918,-0.0499246,0.0229945,-0.0537057,-0.131767
0.14311,0.149313,1.65594,-0.103239,0.303981,0.0196284,0.0400076,0.150175,1.6564,-0.102644,0.30404,0.0195788,0.0399976,-0.141716,-1.51593,0.0817995,-0.296865,-0.0176861,0.0414744,-0.14157,-1.51189,0.0811296,-0.296584,-0.0176254,0.0415152,0,0,0,0,-0,-0,-0,-0,-0.0944608,0.234045,-0.0960788,-0.0896454,-0.106166,-0.13666,0.159334,0.16304
0.15325,0.149297,1.65596,-0.103255,0.30398,0.0196297,0.0400076,0.149547,1.65514,-0.102896,0.30397,0.0195987,0.0400145,-0.141727,-1.51644,0.0818903,-0.2969,-0.0176943,0.0414693,-0.140941,-1.51126,0.0815082,-0.296525,-0.0176573,0.0415262,0,0,0,0,-0,-0,-0,-0,0.0930194,-0.000553439,0.046093,-0.466069,-0.0261424,-0.0537081,0.0275734,-0.045047
0.163403,0.14928,1.65597,-0.10327,0.303979,0.019631,0.0400076,0.150175,1.65577,-0.10252,0.304022,0.0195678,0.0400041,-0.141737,-1.51695,0.0819812,-0.296934,-0.0177025,0.0414642,-0.140941,-1.51189,0.0816304,-0.296569,-0.0176683,0.04152,0,0,0,0,-0,-0,-0,-0,-0.372099,0.231125,-0.278286,-0.323784,-0.0506543,-0.00300124,-0.0577313,0.0855368
0.173554,0.149264,1.65598,-0.103286,0.303979,0.0196323,0.0400076,0.149547,1.6564,-0.103144,0.304006,0.0196208,0.0400015,-0.141748,-1.51746,0.0820722,-0.296969,-0.0177107,0.0414591,-0.140313,-1.51189,0.0821312,-0.296554,-0.0177112,0.0415247,0,0,0,0,-0,-0,-0,-0,-0.325128,-0.138966,-0.0477466,-0.327446,-0.10438,0.133323,0.133844,-0.0727255
0.183696,0.149247,1.65599,-0.103302,0.303978,0.0196336,0.0400075,0.149547,1.6564,-0.103144,0.304006,0.0196208,0.0400015,-0.141758,-1.51797,0.082163,-0.297004,-0.0177189,0.041454,-0.140941,-1.51314,0.0818749,-0.296655,-0.0176903,0.0415076,0,0,0,0,-0,-0,-0,-0,0.00167898,0.0952402,0.0461739,-0.280574,-0.0261098,0.105467,0.0274377,-0.0453279
0.193855,0.149231,1.656,-0.103317,0.303978,0.019635,0.0400075,0.149547,1.65577,-0.10302,0.303988,0.0196097,0.040008,-0.141768,-1.51848,0.0822541,-0.297038,-0.0177272,0.0414489,-0.140313,-1.51314,0.0823757,-0.29664,-0.0177332,0.0415124,0,0,0,0,-0,-0,-0,-0,-0.044585,0.0478225,0.277823,-0.370196,0.13493,0.0797972,0.110657,0.0656727
0.204048,0.149214,1.65602,-0.103333,0.303977,0.0196363,0.0400075,0.150175,1.6564,-0.102644,0.30404,0.0195788,0.0399976,-0.141779,-1.51899,0.0823454,-0.297073,-0.0177354,0.0414438,-0.140313,-1.51252,0.0822534,-0.296597,-0.0177222,0.0415186,0,0,0,0,-0,-0,-0,0.01,-0.27837,-0.0493924,0.186047,-0.420799,0.0573281,0.0517083,0.00221678,-0.0683704
0.214204,0.149197,1.65603,-0.103348,0.303977,0.0196376,0.0400075,0.150175,1.65514,-0.102396,0.304003,0.0195568,0.0400106,-0.141789,-1.5195,0.0824364,-0.297108,-0.0177436,0.0414387,-0.140941,-1.51377,0.0819972,-0.296698,-0.0177013,0.0415015,0,0,0,0,-0,-0,-0,0.01,-0.325265,0.0462007,0.0461048,-0.37384,0.0306975,0.107416,-0.0798484,-0.0400241
